0.005	-0.48973	0.03827	0.13312	0	0	0	0	0	9.0971e-006
0.01	-0.48973	0.038262	0.13312	0	0	0	0	0	3.85e-006
0.015	-0.48975	0.038254	0.13311	0	0	0	0	0	-1.8573e-006
0.02	-0.4897	0.038259	0.13313	0	0	0	0	0	-4.5512e-006
0.025	-0.48969	0.038254	0.13313	0	0	0	0	0	-7.7647e-007
0.03	-0.48972	0.038248	0.13312	0	0	0	0	0	5.8477e-006
0.035	-0.48975	0.038241	0.13311	0	0	0	0	0	7.6234e-006
0.04	-0.48976	0.038237	0.13311	0	0	0	0	0	2.4403e-006
0.045	-0.48974	0.038244	0.13313	0	0	0	0	0	-4.1535e-006
0.05	-0.48972	0.038241	0.13313	0	0	0	0	0	-6.1432e-006
0.055	-0.48971	0.038239	0.13315	0	0	0	0	0	-3.1218e-006
0.06	-0.48974	0.038232	0.13314	0	0	0	0	0	1.9546e-006
0.065	-0.48969	0.038241	0.13315	0	0	0	0	0	7.4267e-006
0.07	-0.48975	0.038227	0.13314	0	0	0	0	0	1.1409e-005
0.075	-0.48978	0.038215	0.13315	0	0	0	0	0	1.0611e-005
0.08	-0.48975	0.038217	0.13316	0	0	0	0	0	4.7833e-006
0.085	-0.48977	0.038209	0.13315	0	0	0	0	0	-2.6385e-006
0.09	-0.48975	0.038206	0.13317	0	0	0	0	0	-7.8706e-006
0.095	-0.48972	0.038221	0.13318	0	0	0	0	0	-7.7447e-006
0.1	-0.48973	0.038221	0.13319	0	0	0	0	0	-1.2164e-006
0.105	-0.48974	0.038217	0.13319	0	0	0	0	0	8.8727e-006
0.11	-0.48976	0.038207	0.13319	0	0	0	0	0	1.7367e-005
0.115	-0.4898	0.038196	0.13318	0	0	0	0	0	2.0097e-005
0.12	-0.48983	0.038195	0.13317	0	0	0	0	0	1.6581e-005
0.125	-0.48985	0.038191	0.13317	0	0	0	0	0	1.0034e-005
0.13	-0.48983	0.038193	0.13318	0	0	0	0	0	3.9086e-006
0.135	-0.48983	0.038194	0.13317	0	0	0	0	0	-3.6509e-007
0.14	-0.48978	0.038211	0.13319	0	0	0	0	0	-2.8528e-006
0.145	-0.48985	0.038194	0.13318	0	0	0	0	0	-5.0865e-006
0.15	-0.4898	0.038209	0.13321	0	0	0	0	0	-7.0552e-006
0.155	-0.48979	0.038214	0.13322	0	0	0	0	0	-4.3988e-006
0.16	-0.48978	0.038212	0.13323	0	0	0	0	0	4.6059e-006
0.165	-0.48985	0.0382	0.13321	0	0	0	0	0	1.3719e-005
0.17	-0.48984	0.038199	0.13322	0	0	0	0	0	1.6935e-005
0.175	-0.48988	0.038195	0.13322	0	0	0	0	0	1.5338e-005
0.18	-0.48988	0.038198	0.13322	0	0	0	0	0	1.2061e-005
0.185	-0.48987	0.038201	0.13324	0	0	0	0	0	7.7378e-006
0.19	-0.48992	0.038194	0.13323	0	0	0	0	0	3.4756e-006
0.195	-0.48986	0.038212	0.13326	0	0	0	0	0	2.1177e-006
0.2	-0.48993	0.038192	0.13325	0	0	0	0	0	3.2726e-006
0.205	-0.48994	0.038193	0.13326	0	0	0	0	0	3.4704e-006
0.21	-0.48989	0.038208	0.13328	0	0	0	0	0	2.5293e-006
0.215	-0.48994	0.038205	0.13327	0	0	0	0	0	1.7636e-006
0.22	-0.48994	0.038203	0.13328	0	0	0	0	0	1.0663e-006
0.225	-0.48989	0.038217	0.13329	0	0	0	0	0	1.885e-006
0.23	-0.48992	0.038205	0.13329	0	0	0	0	0	3.1431e-006
0.235	-0.48999	0.038201	0.13327	0	0	0	0	0	-5.0979e-007
0.24	-0.4899	0.038221	0.13329	0	0	0	0	0	-7.9424e-006
0.245	-0.48988	0.038231	0.13329	0	0	0	0	0	-1.1113e-005
0.25	-0.48988	0.038227	0.13329	0	0	0	0	0	-7.2902e-006
0.255	-0.48987	0.038221	0.1333	0	0	0	0	0	3.114e-007
0.26	-0.48987	0.038221	0.13329	0	0	0	0	0	8.7466e-006
0.265	-0.48995	0.038205	0.13327	0	0	0	0	0	1.4704e-005
0.27	-0.48993	0.038213	0.13327	0	0	0	0	0	1.5158e-005
0.275	-0.48994	0.038205	0.13326	0	0	0	0	0	1.0782e-005
0.28	-0.48994	0.038205	0.13326	0	0	0	0	0	4.5999e-006
0.285	-0.48995	0.038207	0.13326	0	0	0	0	0	-7.4414e-007
0.29	-0.48991	0.038214	0.13326	0	0	0	0	0	-2.9591e-006
0.295	-0.48993	0.038207	0.13327	0	0	0	0	0	-9.0116e-007
0.3	-0.48993	0.03821	0.13327	0	0	0	0	0	3.2984e-006
0.305	-0.48994	0.038206	0.13325	0	0	0	0	0	6.0676e-006
0.31	-0.48993	0.038206	0.13327	0	0	0	0	0	5.951e-006
0.315	-0.48996	0.0382	0.13325	0	0	0	0	0	2.7918e-006
0.32	-0.48993	0.038203	0.13326	0	0	0	0	0	-2.5934e-006
0.325	-0.4899	0.0382	0.13327	0	0	0	0	0	-6.7807e-006
0.33	-0.48991	0.038194	0.13327	0	0	0	0	0	-6.643e-006
0.335	-0.48989	0.038198	0.13327	0	0	0	0	0	-2.9601e-006
0.34	-0.48989	0.038192	0.13327	0	0	0	0	0	8.6806e-007
0.345	-0.4899	0.038185	0.13327	0	0	0	0	0	2.19e-006
0.35	-0.48989	0.038192	0.13326	0	0	0	0	0	1.1489e-006
0.355	-0.48988	0.038186	0.13327	0	0	0	0	0	-3.1719e-007
0.36	-0.48989	0.038187	0.13327	0	0	0	0	0	-1.3741e-006
0.365	-0.48992	0.038177	0.13325	0	0	0	0	0	-1.9702e-006
