0.005	-1.4618	1.0379	-0.011383
0.01	-1.4618	1.0379	-0.01135
0.015	-1.4618	1.0379	-0.011319
0.02	-1.4618	1.0379	-0.01129
0.025	-1.4618	1.0379	-0.01126
0.03	-1.4618	1.0379	-0.011237
0.035	-1.4619	1.0379	-0.011207
0.04	-1.4619	1.0379	-0.011179
0.045	-1.4619	1.0379	-0.011151
0.05	-1.462	1.0379	-0.011127
0.055	-1.462	1.0379	-0.0111
0.06	-1.462	1.0379	-0.011079
0.065	-1.4621	1.0379	-0.011056
0.07	-1.4621	1.0379	-0.011035
0.075	-1.4622	1.0379	-0.011012
0.08	-1.4622	1.0379	-0.010994
0.085	-1.4623	1.0379	-0.010975
0.09	-1.4623	1.0379	-0.010954
0.095	-1.4624	1.0379	-0.010932
0.1	-1.4624	1.0379	-0.010911
0.105	-1.4625	1.0379	-0.010892
0.11	-1.4625	1.0379	-0.010878
0.115	-1.4626	1.0379	-0.010865
0.12	-1.4626	1.0379	-0.01085
0.125	-1.4626	1.0379	-0.010835
0.13	-1.4627	1.0379	-0.010821
0.135	-1.4627	1.0379	-0.010814
0.14	-1.4627	1.038	-0.010801
0.145	-1.4628	1.038	-0.010794
0.15	-1.4629	1.038	-0.010781
0.155	-1.4629	1.038	-0.010768
0.16	-1.4629	1.038	-0.010763
0.165	-1.463	1.038	-0.01076
0.17	-1.463	1.038	-0.010748
0.175	-1.4631	1.0381	-0.010739
0.18	-1.4631	1.0381	-0.010733
0.185	-1.4632	1.0381	-0.010725
0.19	-1.4633	1.0381	-0.010719
0.195	-1.4633	1.0381	-0.010715
0.2	-1.4634	1.0381	-0.010706
0.205	-1.4634	1.0381	-0.010694
0.21	-1.4634	1.0382	-0.010689
0.215	-1.4635	1.0382	-0.010687
0.22	-1.4635	1.0382	-0.010684
0.225	-1.4636	1.0382	-0.01068
0.23	-1.4636	1.0382	-0.010673
0.235	-1.4637	1.0382	-0.010673
0.24	-1.4637	1.0382	-0.010669
0.245	-1.4637	1.0382	-0.010664
0.25	-1.4638	1.0382	-0.010655
0.255	-1.4638	1.0382	-0.010647
0.26	-1.4639	1.0382	-0.010648
0.265	-1.4639	1.0382	-0.010645
0.27	-1.4639	1.0382	-0.01064
0.275	-1.464	1.0381	-0.010635
0.28	-1.464	1.0381	-0.010634
0.285	-1.4641	1.0381	-0.01063
0.29	-1.4641	1.0381	-0.010631
0.295	-1.4641	1.038	-0.010635
0.3	-1.4642	1.038	-0.010637
0.305	-1.4642	1.038	-0.010633
0.31	-1.4642	1.038	-0.010629
0.315	-1.4643	1.0379	-0.010635
0.32	-1.4643	1.0379	-0.010638
0.325	-1.4643	1.0379	-0.010637
0.33	-1.4643	1.0378	-0.010636
0.335	-1.4644	1.0378	-0.010634
0.34	-1.4644	1.0378	-0.010638
0.345	-1.4644	1.0377	-0.010638
0.35	-1.4644	1.0377	-0.010639
0.355	-1.4644	1.0377	-0.010629
0.36	-1.4644	1.0376	-0.01063
0.365	-1.4644	1.0376	-0.010631
0.37	-1.4644	1.0376	-0.010628
0.375	-1.4645	1.0375	-0.010638
0.38	-1.4645	1.0375	-0.010639
0.385	-1.4645	1.0375	-0.010649
0.39	-1.4645	1.0374	-0.010652
0.395	-1.4645	1.0374	-0.010659
0.4	-1.4645	1.0374	-0.010668
0.405	-1.4645	1.0374	-0.010668
0.41	-1.4645	1.0373	-0.010678
0.415	-1.4645	1.0373	-0.010684
0.42	-1.4645	1.0373	-0.010692
0.425	-1.4645	1.0373	-0.010701
0.43	-1.4646	1.0373	-0.010709
0.435	-1.4646	1.0372	-0.010714
0.44	-1.4646	1.0372	-0.010722
0.445	-1.4646	1.0372	-0.010735
0.45	-1.4646	1.0372	-0.010737
0.455	-1.4646	1.0372	-0.010749
0.46	-1.4646	1.0372	-0.010759
0.465	-1.4646	1.0372	-0.010762
0.47	-1.4646	1.0372	-0.010773
0.475	-1.4646	1.0372	-0.01078
0.48	-1.4646	1.0372	-0.010788
0.485	-1.4646	1.0373	-0.010796
0.49	-1.4646	1.0373	-0.010801
0.495	-1.4646	1.0373	-0.010806
