0.005	-0.36223	1	0
0.01	-0.36218	1	0
0.015	-0.36232	1	0
0.02	-0.36259	1	0
0.025	-0.36289	1	0
0.03	-0.36309	1	0
0.035	-0.36321	1	0
0.04	-0.36328	1	0
0.045	-0.3634	1	0
0.05	-0.36363	1	0
0.055	-0.36392	1	0
0.06	-0.3642	1	0
0.065	-0.36443	1	0
0.07	-0.36456	1	0
0.075	-0.36458	1	0
0.08	-0.36456	1	0
0.085	-0.36461	1	0
0.09	-0.3647	1	0
0.095	-0.36478	1	0
0.1	-0.36487	1	0
0.105	-0.36495	1	0
0.11	-0.36495	1	0
0.115	-0.36487	1	0
0.12	-0.36478	1	0
0.125	-0.36472	1	0
0.13	-0.36478	1	0
0.135	-0.365	1	0
0.14	-0.3653	1	0
0.145	-0.36548	1	0
0.15	-0.36551	1	0
0.155	-0.36551	1	0
0.16	-0.3656	1	0
0.165	-0.36579	1	0
0.17	-0.36599	1	0
0.175	-0.36615	1	0
0.18	-0.36624	1	0
0.185	-0.36625	1	0
0.19	-0.36616	1	0
0.195	-0.36605	1	0
0.2	-0.36601	1	0
0.205	-0.36601	1	0
0.21	-0.366	1	0
0.215	-0.36598	1	0
0.22	-0.366	1	0
0.225	-0.36608	1	0
0.23	-0.36612	1	0
0.235	-0.36609	1	0
0.24	-0.36599	1	0
0.245	-0.3659	1	0
0.25	-0.3659	1	0
0.255	-0.36605	1	0
0.26	-0.36625	1	0
0.265	-0.36637	1	0
0.27	-0.36634	1	0
0.275	-0.36619	1	0
0.28	-0.36599	1	0
0.285	-0.36588	1	0
0.29	-0.36594	1	0
0.295	-0.36609	1	0
0.3	-0.36617	1	0
0.305	-0.36614	1	0
0.31	-0.36601	1	0
0.315	-0.36584	1	0
0.32	-0.36572	1	0
0.325	-0.36567	1	0
0.33	-0.36562	1	0
0.335	-0.36539	1	0
0.34	-0.36489	1	0
0.345	-0.36453	1	0
0.35	-0.36473	1	0
0.355	-0.36451	1	0
0.36	-0.36486	1	0
0.365	-0.36509	1	0
0.37	-0.36511	1	0
0.375	-0.36503	1	0
0.38	-0.36489	1	0
0.385	-0.36476	1	0
0.39	-0.36462	1	0
0.395	-0.36462	1	0
0.4	-0.36464	1	0
0.405	-0.36475	1	0
0.41	-0.36495	1	0
0.415	-0.36507	1	0
0.42	-0.36502	1	0
0.425	-0.3649	1	0
0.43	-0.36489	1	0
0.435	-0.36496	1	0
0.44	-0.36506	1	0
0.445	-0.36504	1	0
0.45	-0.36492	1	0
0.455	-0.36482	1	0
0.46	-0.36483	1	0
0.465	-0.36493	1	0
0.47	-0.36505	1	0
0.475	-0.36511	1	0
0.48	-0.36508	1	0
0.485	-0.36498	1	0
0.49	-0.36494	1	0
0.495	-0.36494	1	0
0.5	-0.36421	1	0
0.505	-0.36421	1	0
0.51	-0.36423	1	0
0.515	-0.36428	1	0
0.52	-0.36418	1	0
0.525	-0.36403	1	0
0.53	-0.36389	1	0
0.535	-0.36393	1	0
0.54	-0.36415	1	0
0.545	-0.36445	1	0
0.55	-0.36445	1	0
0.555	-0.36445	1	0
0.56	-0.36444	1	0
0.565	-0.36444	1	0
0.57	-0.36443	1	0
0.575	-0.36427	1	0
0.58	-0.36528	1	0
0.585	-0.3656	1	0
0.59	-0.36535	1	0
0.595	-0.36433	1	0
0.6	-0.36402	1	0
0.605	-0.36335	1	0
0.61	-0.36286	1	0
0.615	-0.36281	1	0
