0	0.230361185	-0.810170676	0	-0.6845775371	-0.7289400494	0	0.7289400494	-0.6845775371	0	0	0	1
0.01	0.2466644946	-0.8115379331	0	-0.6836647259	-0.7297962336	0	0.7297962336	-0.6836647259	0	0	0	1
0.02	0.2581912394	-0.8155336268	0	-0.6695068176	-0.7428059109	0	0.7428059109	-0.6695068176	0	0	0	1
0.03	0.2661588649	-0.8215123685	0	-0.6456621887	-0.763623165	0	0.763623165	-0.6456621887	0	0	0	1
0.04	0.2715692736	-0.8287400289	0	-0.6129382534	-0.7901308104	0	0.7901308104	-0.6129382534	0	0	0	1
0.05	0.2762780337	-0.8364159607	0	-0.5743328268	-0.8186218932	0	0.8186218932	-0.5743328268	0	0	0	1
0.06	0.2823194362	-0.8441187184	0	-0.5341778705	-0.845372109	0	0.845372109	-0.5341778705	0	0	0	1
0.07	0.2910683935	-0.8518753251	0	-0.495839899	-0.8684139534	0	0.8684139534	-0.495839899	0	0	0	1
0.08	0.3030155544	-0.8599503848	0	-0.4610884263	-0.8873541926	0	0.8873541926	-0.4610884263	0	0	0	1
0.09	0.3178660585	-0.868658389	0	-0.4302797552	-0.9026955922	0	0.9026955922	-0.4302797552	0	0	0	1
0.1	0.3347435676	-0.8782660868	0	-0.402646676	-0.9153554797	0	0.9153554797	-0.402646676	0	0	0	1
0.11	0.3524592828	-0.8889650113	0	-0.3767222855	-0.926326249	0	0.926326249	-0.3767222855	0	0	0	1
0.12	0.369787868	-0.9008783355	0	-0.3508620328	-0.9364271643	0	0.9364271643	-0.3508620328	0	0	0	1
0.13	0.3856767877	-0.914068395	0	-0.3236742634	-0.9461685744	0	0.9461685744	-0.3236742634	0	0	0	1
0.14	0.3993518836	-0.9285363208	0	-0.2942293578	-0.9557348403	0	0.9557348403	-0.2942293578	0	0	0	1
0.15	0.4103256733	-0.9442240509	0	-0.262042643	-0.9650562954	0	0.9650562954	-0.262042643	0	0	0	1
0.16	0.415877604	-0.9605801144	0	-0.2179390095	-0.9759623907	0	0.9759623907	-0.2179390095	0	0	0	1
0.17	0.4158867603	-0.9751977003	0	-0.1598914671	-0.9871346001	0	0.9871346001	-0.1598914671	0	0	0	1
0.18	0.4159353043	-0.9885225639	0	-0.1313834388	-0.9913316256	0	0.9913316256	-0.1313834388	0	0	0	1
0.19	0.4160063759	-0.999472945	0	-0.1319880037	-0.9912513137	0	0.9912513137	-0.1319880037	0	0	0	1
0.2	0.4159598701	-1.005921776	0	-0.1221761848	-0.9925084281	0	0.9925084281	-0.1221761848	0	0	0	1
0.21	0.4158234113	-1.007447006	0	-0.1011000808	-0.9948762605	0	0.9948762605	-0.1011000808	0	0	0	1
0.22	0.4156338309	-1.004914077	0	-0.07064788223	-0.9975013167	0	0.9975013167	-0.07064788223	0	0	0	1
0.23	0.4154782911	-0.999694684	0	-0.03475468866	-0.9993958733	0	0.9993958733	-0.03475468866	0	0	0	1
0.24	0.4155051069	-0.9929155669	0	0.003027450675	-0.9999954173	0	0.9999954173	0.003027450675	0	0	0	1
0.25	0.4158572665	-0.9851548669	0	0.04194159855	-0.999120064	0	0.999120064	0.04194159855	0	0	0	1
0.26	0.4166185016	-0.9762664659	0	0.08429681657	-0.996440689	0	0.996440689	0.08429681657	0	0	0	1
0.27	0.4179254378	-0.9661137834	0	0.1308344649	-0.9914042278	0	0.9914042278	0.1308344649	0	0	0	1
0.28	0.4198825303	-0.9547974246	0	0.1805802147	-0.9835602605	0	0.9835602605	0.1805802147	0	0	0	1
0.29	0.4225181329	-0.9425640436	0	0.2317798932	-0.9727682566	0	0.9727682566	0.2317798932	0	0	0	1
0.3	0.425780984	-0.9297231811	0	0.2826119543	-0.9592343214	0	0.9592343214	0.2826119543	0	0	0	1
0.31	0.4295560888	-0.9166130547	0	0.3315057819	-0.9434531873	0	0.9434531873	0.3315057819	0	0	0	1
0.32	0.4336834739	-0.9035937138	0	0.3771957525	-0.9261335564	0	0.9261335564	0.3771957525	0	0	0	1
0.33	0.437981542	-0.8910254833	0	0.4187417469	-0.9081053625	0	0.9081053625	0.4187417469	0	0	0	1
0.34	0.4422857387	-0.8792279224	0	0.455595429	-0.8901869495	0	0.8901869495	0.455595429	0	0	0	1
0.35	0.446534838	-0.8684573437	0	0.4875318683	-0.8731051926	0	0.8731051926	0.4875318683	0	0	0	1
0.36	0.4511745496	-0.8590265065	0	0.5133827367	-0.8581597553	0	0.8581597553	0.5133827367	0	0	0	1
0.37	0.4560995791	-0.8508567723	0	0.5347601987	-0.8450038639	0	0.8450038639	0.5347601987	0	0	0	1
0.38	0.4608039216	-0.8436546738	0	0.5548358574	-0.8319598375	0	0.8319598375	0.5548358574	0	0	0	1
0.39	0.4650693864	-0.8372822637	0	0.5748846011	-0.8182344991	0	0.8182344991	0.5748846011	0	0	0	1
0.4	0.4687742884	-0.8316579827	0	0.5951349107	-0.8036258072	0	0.8036258072	0.5951349107	0	0	0	1
0.41	0.4721383734	-0.8268126812	0	0.6144032623	-0.7889921618	0	0.7889921618	0.6144032623	0	0	0	1
0.42	0.4755023569	-0.8226887112	0	0.6327509238	-0.774355389	0	0.774355389	0.6327509238	0	0	0	1
0.43	0.47894095	-0.8191387954	0	0.6505885685	-0.7594303882	0	0.7594303882	0.6505885685	0	0	0	1
0.44	0.4824643034	-0.8160320559	0	0.6679833043	-0.7441762594	0	0.7441762594	0.6679833043	0	0	0	1
0.45	0.4860290695	-0.8132533011	0	0.6847554624	-0.7287729116	0	0.7287729116	0.6847554624	0	0	0	1
