-3	-0.95	0
-2.89	-0.95	0
-2.78	-0.95	0
-2.67	-0.95	0
-2.56	-0.95	0
-2.45	-0.95	0
-2.34	-0.95	0
-2.23	-0.95	0
-2.12	-0.95	0
-2.01	-0.95	0
-1.9	-0.95	0
-1.79	-0.95	0
-1.68	-0.95	0
-1.57	-0.95	0
-1.46	-0.95	0
-1.35	-0.95	0
-1.24	-0.95	0
-1.13	-0.95	0
-1.02	-0.95	0
-0.91	-0.95	0
-0.8	-0.95	0
-0.69	-0.95	0
-0.58	-0.95	0
-0.47	-0.95	0
-0.36	-0.95	0
-0.25	-0.95	0
-0.14	-0.95	0
-0.03	-0.95	0
0.08	-0.95	0
0.19	-0.95	0
0.3	-0.95	0
0.41	-0.95	0
0.52	-0.95	0
0.63	-0.95	0
0.74	-0.95	0
0.85	-0.95	0
0.96	-0.95	0
1.07	-0.95	0
1.18	-0.95	0
1.29	-0.95	0
1.4	-0.95	0
1.51	-0.95	0
1.62	-0.95	0
1.73	-0.95	0
1.84	-0.95	0
1.95	-0.95	0
2.06	-0.95	0
2.17	-0.95	0
2.28	-0.95	0
2.39	-0.95	0
2.5	-0.95	0
2.61	-0.95	0
2.72	-0.95	0
2.83	-0.95	0
2.94	-0.95	0
3.05	-0.95	0
3.16	-0.95	0
3.27	-0.95	0
3.38	-0.95	0
3.49	-0.95	0
3.6	-0.95	0
3.71	-0.95	0
3.82	-0.95	0
3.93	-0.95	0
4.04	-0.95	0
4.15	-0.95	0
4.26	-0.95	0
4.37	-0.95	0
4.48	-0.95	0
4.59	-0.95	0
4.7	-0.95	0
4.81	-0.95	0
4.92	-0.95	0
5.03	-0.95	0
5.14	-0.95	0
5.25	-0.95	0
5.36	-0.95	0
5.47	-0.95	0
5.58	-0.95	0
5.69	-0.95	0
5.8	-0.95	0
5.91	-0.95	0
6.02	-0.95	0
6.13	-0.95	0
6.24	-0.95	0
6.35	-0.95	0
6.46	-0.95	0
6.57	-0.95	0
6.68	-0.95	0
6.79	-0.95	0
6.9	-0.95	0
7.01	-0.95	0
7.12	-0.95	0
7.23	-0.95	0
7.34	-0.95	0
7.45	-0.95	0
7.56	-0.95	0
7.67	-0.95	0
7.78	-0.95	0
7.89	-0.95	0
8	-0.95	0
8.11	-0.95	0
8.22	-0.95	0
8.33	-0.95	0
8.44	-0.95	0
8.55	-0.95	0
8.66	-0.95	0
8.77	-0.95	0
8.88	-0.95	0
8.99	-0.95	0
9.1	-0.95	0
9.21	-0.95	0
9.32	-0.95	0
9.43	-0.95	0
9.54	-0.95	0
9.65	-0.95	0
9.76	-0.95	0
9.87	-0.95	0
9.98	-0.95	0
10.09	-0.95	0
10.2	-0.95	0
10.31	-0.95	0
10.42	-0.95	0
10.53	-0.95	0
10.64	-0.95	0
10.75	-0.95	0
10.86	-0.95	0
10.97	-0.95	0
11.08	-0.95	0
11.19	-0.95	0
11.3	-0.95	0
11.41	-0.95	0
11.52	-0.95	0
11.63	-0.95	0
11.74	-0.95	0
11.85	-0.95	0
11.96	-0.95	0
12.07	-0.95	0
12.18	-0.95	0
12.29	-0.95	0
12.4	-0.95	0
12.51	-0.95	0
12.62	-0.95	0
12.73	-0.95	0
12.84	-0.95	0
12.95	-0.95	0
13.06	-0.95	0
13.17	-0.95	0
13.28	-0.95	0
13.39	-0.95	0
13.5	-0.95	0
13.61	-0.95	0
13.72	-0.95	0
13.83	-0.95	0
13.94	-0.95	0
14.05	-0.95	0
14.16	-0.95	0
14.27	-0.95	0
14.38	-0.95	0
14.49	-0.95	0
14.6	-0.95	0
14.71	-0.95	0
14.82	-0.95	0
14.93	-0.95	0
15.04	-0.95	0
15.15	-0.95	0
15.26	-0.95	0
15.37	-0.95	0
15.48	-0.95	0
15.59	-0.95	0
15.7	-0.95	0
15.81	-0.95	0
15.92	-0.95	0
16.03	-0.95	0
16.14	-0.95	0
16.25	-0.95	0
16.36	-0.95	0
16.47	-0.95	0
16.58	-0.95	0
16.69	-0.95	0
16.8	-0.95	0
16.91	-0.95	0
17.02	-0.95	0
17.13	-0.95	0
17.24	-0.95	0
17.35	-0.95	0
17.46	-0.95	0
17.57	-0.95	0
17.68	-0.95	0
17.79	-0.95	0
17.9	-0.95	0
18.01	-0.95	0
18.12	-0.95	0
18.23	-0.95	0
18.34	-0.95	0
18.45	-0.95	0
18.56	-0.95	0
18.67	-0.95	0
18.78	-0.95	0
18.89	-0.95	0
19	-0.95	0
19.11	-0.95	0
19.22	-0.95	0
19.33	-0.95	0
19.44	-0.95	0
19.55	-0.95	0
19.66	-0.95	0
19.77	-0.95	0
19.88	-0.95	0
19.99	-0.95	0
